"TARGET_FID","soil_mu","SSURGO_dat","MLRA","LRU","esite","esite_alt","esite_alt2","state_code","dom1","dom2","dom3","dom4","grass_dur","ration","ration_dat","remarks"
"1197","DR","NM690","42X","42.2","Playette","Sandy","Bottomland","462","<Null>","<Null>","<Null>","<Null>","perennial","photo interpretation","","Traverse points"
"1198","DR","NM690","42X","42.2","Playette","Sandy","Bottomland","246","<Null>","<Null>","<Null>","<Null>","perennial","photo interpretation","","<Null>"
"1199","OR","NM690","42X","42.2","Playette","Sandy","Bottomland","426","<Null>","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"1200","BJ","NM690","42X","42.2","Playette","Sandy","Bottomland","426","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"1201","BJ","NM690","42X","42.2","Sandy","Loamy","Deep sand","246","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"1203","BJ","NM690","42X","42.2","Loamy","Sandy","Bottomland","426","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"1204","BJ","NM690","42X","42.2","Loamy","Sandy","","214","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"1205","OR","NM690","42X","42.2","Loamy","Sandy","","214","<Null>","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"1207","OR","NM690","42X","42.2","Sandy","Loamy","Deep sand","241","<Null>","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"1208","OP","NM690","42X","42.2","Playette","Sandy","Bottomland","246","","<Null>","","<Null>","<Null>","photo interpretation","",""
"1211","OP","NM690","42X","42.2","Playette","Sandy","Bottomland","246","","<Null>","","<Null>","<Null>","photo interpretation","",""
"1212","OP","NM690","42X","42.2","Sandy","Loamy","<Null>","462","","<Null>","","<Null>","<Null>","photo interpretation","",""
"1217","BJ","NM690","42X","42.2","Sandy","<Null>","","241","","<Null>","","<Null>","perennial","photo interpretation","","<Null>"
"1218","BJ","NM690","42X","42.2","Sandy","<Null>","","426","","<Null>","","<Null>","perennial","photo interpretation","","<Null>"
"1219","BJ","NM690","42X","42.2","Sandy","<Null>","","426","","<Null>","","<Null>","perennial","existing point inventory data","","Quadrat I6"
"1220","BJ","NM690","42X","42.2","Sandy","<Null>","","421","","<Null>","","<Null>","perennial","photo interpretation","","<Null>"
"1222","BJ","NM690","42X","42.2","Playette","Sandy","<Null>","462","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"1225","BJ","NM690","42X","42.2","Tank","Sandy","Playette","12","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"1226","BJ","NM690","42X","42.2","Sandy","Shallow sandy","Loamy","421","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"1227","BJ","NM690","42X","42.2","Sandy","<Null>","","426","<Null>","<Null>","<Null>","<Null>","<Null>","existing point inventory data","","Quadrats J1 and J12"
"1228","BJ","NM690","42X","42.2","Sandy","<Null>","","421","","<Null>","","<Null>","perennial","photo interpretation","","<Null>"
"1229","BJ","NM690","42X","42.2","Sandy","Shallow sandy","","421","","<Null>","","<Null>","perennial","photo interpretation","","<Null>"
"1230","BJ","NM690","42X","42.2","Sandy","Loamy","Shallow sandy","240","","<Null>","","<Null>","perennial","photo interpretation","","<Null>"
"1231","DR","NM690","42X","42.2","Draw","Loamy","Drainage","647","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","","incised"
"1232","DR","NM690","42X","42.2","Loamy","Sandy","Draw","647","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","","<Null>"
"1233","DR","NM690","42X","42.2","Sandy","Loamy","Bottomland","642","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","","<Null>"
"2563","625","NM690","42X","42.2","Draw","Bottomland","Loamy","647","<Null>","<Null>","<Null>","<Null>","<Null>","existing point inventory data","<Null>","MURV NASA8SES,8SEB"
"1931","625","NM690","42X","42.2","Draw","Drainage","","647","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"1931","625","NM690","42X","42.2","Draw","Drainage","","647","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"1931","625","NM690","42X","42.2","Draw","Drainage","","647","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"1931","625","NM690","42X","42.2","Draw","Drainage","","647","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"1931","625","NM690","42X","42.2","Draw","Drainage","","647","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"1931","625","NM690","42X","42.2","Draw","Drainage","","647","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"1925","625","NM690","42X","42.2","Gravelly","Gravelly loam","Loamy","650","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"1234","DR","NM690","42X","42.2","Loamy","Sandy","Gravelly","647","<Null>","<Null>","<Null>","<Null>","perennial","existing point inventory data","","Traverse points"
"1235","DR","NM690","42X","42.2","Draw","Loamy","Gravelly","674","<Null>","<Null>","<Null>","<Null>","<Null>","existing point inventory data","","incised; MURV NASA 6SEB"
"1236","DR","NM690","42X","42.2","Loamy","Gravelly","Draw","647","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","","incised"
"1237","DR","NM690","42X","42.2","Loamy","Draw","Bottomland","427","<Null>","<Null>","<Null>","<Null>","perennial","existing point inventory data","","200 and 240"
"1238","DR","NM690","42X","42.2","Sandy","Loamy","<Null>","420","<Null>","<Null>","<Null>","<Null>","<Null>","existing point inventory data","","MODISRUE 51"
"1239","DR","NM690","42X","42.2","Sandy","Loamy","Draw","624","<Null>","<Null>","<Null>","<Null>","<Null>","existing point inventory data","","Traverse 208"
"1240","DR","NM690","42X","42.2","Loamy","Clayey","<Null>","247","<Null>","<Null>","<Null>","<Null>","perennial","existing point inventory data","","<Null>"
"1241","DR","NM690","42X","42.2","Sandy","<Null>","<Null>","420","<Null>","<Null>","<Null>","<Null>","perennial","existing point inventory data","","MURV"
"1242","OR","NM690","42X","42.2","Sandy","Draw","Loamy","642","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"1243","OR","NM690","42X","42.2","Sandy","Loamy","Playette","642","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"1244","OR","NM690","42X","42.2","Sandy","Deep sand","<Null>","624","","<Null>","","<Null>","<Null>","site visit","","Traverse points"
"1245","OR","NM690","42X","42.2","Sandy","Draw","Loamy","264","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"1249","DR","NM690","42X","42.2","Bottomland","Playette","Loamy","127","<Null>","<Null>","<Null>","<Null>","perennial","photo interpretation","","<Null>"
"1250","OR","NM690","42X","42.2","Playette","Sandy","Bottomland","426","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"1251","DR","NM690","42X","42.2","Loamy","Sandy","<Null>","426","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","","<Null>"
"1252","OR","NM690","42X","42.2","Sandy","Deep sand","","624","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"1253","OR","NM690","42X","42.2","Sandy","Deep sand","","426","","<Null>","","<Null>","perennial","photo interpretation","","<Null>"
"1256","OR","NM690","42X","42.2","Playette","Sandy","Deep sand","462","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"1258","OR","NM690","42X","42.2","Sandy","Deep sand","","640","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"1259","OR","NM690","42X","42.2","Sandy","<Null>","","640","PRGL2 - honey mesquite","GUSA2 - broom snakeweed","SPFL2 - mesa dropseed","<Null>","perennial","existing point inventory data","","Traverse points"
"1261","OP","NM690","42X","42.2","Sandy","<Null>","<Null>","426","","<Null>","","<Null>","perennial","existing point inventory data","","MODISRUE 53"
"1262","OP","NM690","42X","42.2","Sandy","<Null>","<Null>","240","","<Null>","","<Null>","perennial","existing point inventory data","","Traverse points"
"1263","OP","NM690","42X","42.2","Sandy","<Null>","<Null>","426","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"1264","ST","NM690","42X","42.2","Loamy","Sandy","Bottomland","426","","<Null>","","<Null>","<Null>","photo interpretation","",""
"1265","ST","NM690","42X","42.2","Sandy","Deep sand","Loamy","426","","<Null>","","<Null>","<Null>","photo interpretation","",""
"1266","OR","NM690","42X","42.2","Clayey","Bottomland","Gyp upland","217","<Null>","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"1267","OR","NM690","42X","42.2","Sandy","Shallow sandy","<Null>","624","<Null>","<Null>","","<Null>","<Null>","<Null>","","<Null>"
"1268","ST","NM690","42X","42.2","Sandy","Loamy","Bottomland","426","","<Null>","","<Null>","<Null>","photo interpretation","",""
"1269","BJ","NM690","42X","42.2","Playette","Loamy","Sandy","426","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"1270","BJ","NM690","42X","42.2","Bottomland","Loamy","Clayey","427","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"1271","OP","NM690","42X","42.2","Sandy","Loamy","<Null>","426","","<Null>","","<Null>","<Null>","existing point inventory data","","Traverse points"
"1273","OP","NM690","42X","42.2","Playette","Sandy","Bottomland","246","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"1274","OP","NM690","42X","42.2","Playette","Sandy","Bottomland","462","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"1275","OP","NM690","42X","42.2","Playette","Sandy","Bottomland","426","","<Null>","","<Null>","<Null>","<Null>","","<Null>"
"1276","OP","NM690","42X","42.2","Sandy","<Null>","<Null>","246","<Null>","<Null>","<Null>","<Null>","<Null>","site visit","","seed bank study 191"
"1277","OP","NM690","42X","42.2","Loamy","Sandy","Deep sand","246","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"1278","OR","NM690","42X","42.2","Loamy","Draw","Sandy","427","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"1279","OR","NM690","42X","42.2","Sandy","Deep sand","","426","","<Null>","","<Null>","perennial","existing point inventory data","","SPFL2 D18"
"1280","OR","NM690","42X","42.2","Loamy","Bottomland","Draw","467","","<Null>","","<Null>","perennial","photo interpretation","","<Null>"
"1281","OR","NM690","42X","42.2","Sandy","Deep sand","","624","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"1282","OR","NM690","42X","42.2","Sandy","Deep sand","","640","","<Null>","","<Null>","<Null>","existing point inventory data","","<Null>"
"1283","DR","NM690","42X","42.2","Sandy","Loamy","<Null>","426","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","","<Null>"
"1284","DR","NM690","42X","42.2","Sandy","Loamy","<Null>","462","<Null>","<Null>","<Null>","<Null>","perennial","existing point inventory data","","MODISRUE 58"
"1285","DR","NM690","42X","42.2","Bottomland","Playette","Draw","421","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","","<Null>"
"1286","BJ","NM690","42X","42.2","Sandy","Loamy","Shallow sandy","246","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"1287","BJ","NM690","42X","42.2","Sandy","Deep sand","","624","","<Null>","","<Null>","<Null>","existing point inventory data","","Traverse 311"
"1288","BJ","NM690","42X","42.2","Loamy","Sandy","","426","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"1290","OP","NM690","42X","42.2","Sandy","<Null>","<Null>","624","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"1291","OR","NM690","42X","42.2","Drainage","Sandy","Deep sand","670","","<Null>","","<Null>","perennial","photo interpretation","","<Null>"
"1292","OR","NM690","42X","42.2","Sandy","Deep sand","","624","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"1293","OR","NM690","42X","42.2","Sandy","Deep sand","","462","","<Null>","","<Null>","perennial","existing point inventory data","","Traverse points"
"1294","OR","NM690","42X","42.2","Draw","Bottomland","Sandy","627","","<Null>","","<Null>","perennial","existing point inventory data","","Traverse points"
"1295","OR","NM690","42X","42.2","Draw","Loamy","Sandy","247","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"1296","OR","NM690","42X","42.2","Draw","Drainage","Sandy","647","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"1297","OR","NM690","42X","42.2","Sandy","Loamy","Bottomland","624","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"1298","OR","NM690","42X","42.2","Draw","Loamy","Drainage","647","","<Null>","","<Null>","<Null>","photo interpretation","","incised"
"1299","OR","NM690","42X","42.2","Sandy","Loamy","Drainage","624","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"1300","OR","NM690","42X","42.2","Draw","Loamy","Sandy","467","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"1301","OR","NM690","42X","42.2","Draw","Loamy","<Null>","627","","<Null>","","<Null>","perennial","photo interpretation","","<Null>"
"1302","OR","NM690","42X","42.2","Drainage","Sandy","<Null>","657","","<Null>","","<Null>","<Null>","<Null>","","<Null>"
"1303","OR","NM690","42X","42.2","Loamy","Playette","Draw","467","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"1304","DR","NM690","42X","42.2","Loamy","Sandy","Bottomland","247","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","","<Null>"
"1305","DR","NM690","42X","42.2","Loamy","Draw","Bottomland","147","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","","<Null>"
"1306","DR","NM690","42X","42.2","Sandy","Loamy","<Null>","426","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","","<Null>"
"1308","DR","NM690","42X","42.2","Loamy","Bottomland","Clayey","417","<Null>","<Null>","<Null>","<Null>","perennial","existing point inventory data","","Traverse 301"
"1310","DR","NM690","42X","42.2","Gyp upland","Sandy","Loamy","247","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","","<Null>"
"1311","DR","NM690","42X","42.2","Gyp upland","Loamy","<Null>","247","<Null>","<Null>","<Null>","<Null>","perennial","existing point inventory data","","Traverse points"
"1312","DR","NM690","42X","42.2","Sandy","Loamy","<Null>","426","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","","<Null>"
"1313","DR","NM690","42X","42.2","Sandy","Loamy","Draw","624","<Null>","<Null>","<Null>","<Null>","<Null>","existing point inventory data","","Traverse points"
"1314","DR","NM690","42X","42.2","Bottomland","Playette","<Null>","124","<Null>","<Null>","<Null>","<Null>","perennial","existing point inventory data","","Traverse points"
"1316","DR","NM690","42X","42.2","Draw","Sandy","Bottomland","627","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","","<Null>"
"1318","DR","NM690","42X","42.2","Draw","Sandy","Loamy","647","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","","<Null>"
"1319","DR","NM690","42X","42.2","Sandy","<Null>","<Null>","462","<Null>","<Null>","<Null>","<Null>","perennial","existing point inventory data","","Traverse points"
"1320","DR","NM690","42X","42.2","Sandy","Loamy","<Null>","462","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","","<Null>"
"1321","DR","NM690","42X","42.2","Sandy","Loamy","<Null>","426","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","","<Null>"
"1322","DR","NM690","42X","42.2","Loamy","Gyp upland","Draw","247","<Null>","<Null>","<Null>","<Null>","perennial","<Null>","","<Null>"
"1324","DR","NM690","42X","42.2","Gyp upland","Loamy","<Null>","247","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","","<Null>"
"1326","DR","NM690","42X","42.2","Gyp upland","Loamy","Sandy","247","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","","<Null>"
